"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",0,3.55431510694523,2.35604248015044,2.75219203860859,2.29784134081231,2.29784134077124,1.50423249285859,1.7285184497724
"2",1,6.49922843016418,3.53981931304296,2.66457191505092,3.47470041228077,3.47470041227865,2.85532540922667,2.64530938260002
"3",2,4.22186099295817,1.40675909303079,1.76513154673484,1.22173046825364,1.22173046819721,1.10143342435505,1.10640670025586
"4",3,4.04592113010933,1.16014358505793,1.41644295795406,1.0591489193465,1.05914891468464,0.89095191035163,0.886765763915839
"5",4,5.60229258455002,2.14948244112172,2.89773032405446,2.00406149191729,2.0040614919107,2.16341232423624,2.43086045789108
"6",5,2.09507555872398,0.364707220186512,3.61826030487152,0.324292928068878,0.313831342898091,0.290420541439629,0.324292927485161
"7",6,3.36310426190666,3.35068148267135,5.94577790735317,3.29627979255353,3.28693917006698,2.94704710529036,2.89811728092432
"8",7,13.8629983814575,10.2555727265927,4.07579736767589,10.2375020068456,10.1280723377324,3.7000681427525,3.68869919337061
"9",8,6.89975508898529,2.96994243376409,3.51582523571059,2.8942316625908,2.89423166255313,2.74703213627039,3.42458748572819
"10",9,6.87093192400339,5.16088238754869,5.26191743819022,4.88451301500359,4.88451300843835,4.36114152750714,4.31947037715911
"11",10,5.13701679032293,3.19965057455844,1.69869055691109,3.17034647037686,3.17034646927679,1.6347357106735,1.49354496257432
"12",11,0.824343324396045,0.651124604511382,2.08383656398559,0.638969945691737,0.638924036526122,0.357872696167027,0.331962651021957
"13",12,3.61567167122673,3.61567167124387,13.5582745938963,3.61578055088452,3.61567167122673,3.61567167122673,3.61567167122673
"14",14,8.66327448499136,4.64558764783449,2.73575782447595,4.64308776408358,4.64308776402933,2.81941440736917,2.70315415168778
"15",15,1.78083401144355,0.530511389747714,2.56689516167437,0.651388680473035,0.523834147024926,0.528441734109701,0.682703801362012
"16",16,3.26029980290568,2.23319018809535,3.74106905709868,2.27010224379845,2.23141306543068,1.82076460690934,2.06864345894813
"17",17,9.93413736816753,4.38284970782284,3.36889362520635,4.22814203009626,4.22814202977778,3.38195418759331,3.36272173620252
"18",18,4.2097950814181,1.87464256920489,3.09606790353864,1.77052722480831,1.77052722477176,1.88334465357457,1.77052722477107
"19",19,13.0564422607655,8.53855592324559,7.3891124222926,6.87077125406909,6.87077124916536,4.82281579796342,6.90138628106611
"20",20,4.46265201921248,3.97606394528276,2.18885849253706,3.8621081418384,3.86210814182733,1.683869386005,1.66752047061314
"21",21,1.20372901182869,0.284429797973338,3.55753228733799,0.24611944506118,0.24484536916384,0.230167451577287,0.246119443301761
"22",22,11.9162354147996,6.63378005808886,4.49188564349703,6.62392679761272,6.62392679760107,4.46674111507827,4.41798064735857
"23",23,11.3498511116704,7.82868587068451,4.50361392580488,7.65936169163907,7.52582854739566,3.55459322027429,4.05640926858146
"24",24,12.8027742724904,9.26630858031371,4.09984047002565,9.1294474705023,9.12944747023023,3.16988020921365,3.33777383381907
"25",25,4.3147963064442,3.71789710308712,3.36219393104727,3.79550729625693,3.70311734372598,2.5340543508322,2.46509484992523
"26",26,2.68479802045087,0.576967106835656,2.20456443922195,0.566455346367991,0.566199451134129,0.460578939437225,0.470361331906735
"27",27,14.80520789645,6.81394766928459,4.20945315711106,5.84192940839307,5.84192940084728,3.09410883653326,3.08840408269256
"28",28,8.23281469121091,8.00589428658147,2.97770464950684,7.92645689258587,7.92645689238596,3.14176931668666,2.963898442347
"29",29,17.1878372933862,7.8016572324078,7.10853727960282,4.6007450890158,4.60074516405409,2.19742865521246,2.19736195890216
"30",30,2.26478133978924,0.962721933841245,3.49716174103213,0.862734247225089,0.862734239976925,0.806675591929229,0.87846345872032
"31",32,4.205674100451,3.33214770930529,1.39856856496653,3.20958261782255,3.20958261781556,1.20312048520722,1.17345679912703
"32",33,6.57684256696292,5.42181326355919,2.87618273201609,5.41796343365002,5.41796343364919,2.91724588965804,2.81971443481742
"33",34,7.81753926714587,7.81753926714607,14.1559051985978,7.81767668522887,7.81753926714587,7.81753926714587,7.81753926714587
"34",35,0.385713144475062,0.21419633795427,4.49776975183336,0.20855849011968,0.205762026092727,0.175176270059041,0.18508107403432
"35",36,14.56819963293,7.59886784153873,3.98575781267926,6.76573680043361,6.76573679979779,2.54656882668553,3.20617616783267
"36",37,2.11264012967173,1.96572453342085,6.94186114230235,1.98644843130817,1.94250535486943,1.88275777596408,1.74003130598513
"37",38,15.1439712580549,13.4871256906037,3.25378030904932,13.4749765460576,13.4749765450899,2.92356896104114,2.40414154793415
"38",39,4.63875607110995,4.61027228343284,2.67480879777663,4.6355556866727,4.5675983726141,2.31579432335986,2.24667189435547
"39",40,0.0174207587529425,0.0153044602219354,5.99909804504707,0.0148049768215864,0.0145832084226342,0.0151007271559849,0.0163792446780178
"40",42,9.60497151082037,6.97440802346392,6.73825370177539,7.12914881323278,6.92463463424705,6.43627897012452,6.54838180684779
"41",43,3.00136969664635,0.767866728062276,1.47765427009664,0.646754296844206,0.646754291953341,0.650724080002947,0.646754291952837
"42",44,1.30236009093648,0.345405793719122,2.59689236875066,0.263760661348385,0.263760661028389,0.145762914008942,0.142124081374714
"43",45,2.04508390518918,1.65504973289201,2.48693407549278,1.47922939059746,1.47922939012665,0.487927711432535,0.479363306685165
"44",46,0.760430951726031,0.752091955315664,6.66739933588108,0.75420997761733,0.751997812897894,0.753158345793816,0.759527233280682
"45",48,2.11513374485754,1.30884926540458,1.23782043257396,1.19267040311827,1.19267040300775,0.218684671709561,0.180292111381434
"46",49,10.0482649405819,4.78672619942455,3.68214645092758,4.78602549351494,4.78602549320405,3.63054684537417,3.66491476463624
"47",50,3.48486226997757,1.24118119828586,3.56589769982324,1.09359716815699,1.09359716815764,1.16911602578268,1.09359716815959
"48",51,2.18584463283345,1.54281881148382,2.04773599698993,1.48753926570377,1.4875392642342,0.70156433437068,0.704013255460638
"49",52,4.40948428373487,1.89311369423062,1.52219288328436,1.70231094111867,1.70231094108995,1.08667296748525,1.07874100300926
"50",53,5.26020215341305,1.4404667172133,3.04651982159295,1.42175108816495,1.42175108814545,1.75604787790218,2.13699116851791
"51",54,2.55009006982753,1.04792318049134,2.23842251356037,0.990192705069621,0.99019270113046,0.674031681204475,0.740104431385481
"52",55,6.6781186351257,2.49792026102716,1.72788605082609,2.36200354560898,2.36200354526326,1.4445684515828,1.43971767547119
"53",56,3.27552932138445,1.74971299243923,1.81066579649118,1.58467049729514,1.58467049545541,0.834251363151439,0.808346410099761
"54",57,8.1591992470325,6.43341202063225,8.16230745786573,6.54741404578476,6.13338838942724,5.59262153135958,6.21006943363386
"55",58,1.9954407289956,1.58180380992484,1.78238537252868,1.53986339164905,1.53986339153772,0.664178421199997,0.67670400132986
"56",59,1.40895672450429,0.695172282635005,2.51151251633538,0.638208243083745,0.638208243074902,0.45072779337175,0.448868694933908
"57",60,5.75097924167247,3.26852265075255,3.99717612953638,3.13436396387435,3.13436396380236,2.976090094187,2.92897190201754
"58",61,4.82785129883822,2.4731358484059,3.70322274405655,2.37316550058781,2.37316549768679,2.07629295167044,2.2419500076507
"59",62,3.39054242378657,2.45451727554974,3.32765269768414,2.21884455841699,2.21884455816629,1.37020846971246,1.36584367096335
"60",63,2.41637807469131,0.469424880558444,1.54445839353616,0.407539723880943,0.40753972387295,0.458043879692163,0.407539723872941
"61",64,17.3792813753439,12.1399671494313,10.2028071307816,11.8714853065661,11.2348366248851,9.19132218692307,9.17121740009
"62",65,6.2738866036885,6.1550149344806,12.7773485894189,6.27392277376303,6.15243759305506,6.13328412185285,6.2738866036885
"63",66,14.1641886885503,12.0757210906596,8.57192300039391,12.0755222576157,12.0755222564364,8.45660192751421,8.49640323633999
"64",67,2.98645798392562,2.08885153693571,1.90075935610919,1.82578560416224,1.82578560412891,0.70700217661814,0.629883551759473
"65",68,13.3689206586312,8.44412277126553,6.8562734219096,8.56031379791983,8.01384296055159,7.18222810891233,6.84022502391891
"66",69,4.25788350093337,1.27665808758987,1.47335051009019,1.03806006794999,1.03806006792921,0.846801110316179,0.843237679746017
"67",70,2.02739698473667,0.528969487461766,2.48282172463869,0.530783859230487,0.525370651139321,0.506812394127146,0.64845253456354
"68",71,15.6116211015402,11.3513288601402,5.2834375663339,11.0670571045158,10.7408908216715,4.62619028261356,4.61455428936626
"69",72,4.43155389820387,1.56626795625824,1.97003919554994,1.4702895489652,1.47028954829925,1.38181943438661,1.44413739295815
"70",73,3.6008981771694,1.43122783984289,2.21612036968903,1.5871364447445,1.24201657710988,0.915311048606442,1.27162948411434
"71",74,1.90949530833324,1.83663550240558,5.59022087028189,1.83317254305413,1.81998663837147,1.63369830836298,1.64421713160263
"72",75,5.28337137059414,3.79120657522724,2.17617839013206,3.78139700903514,3.78139700694276,2.01002433902577,2.03363189767307
"73",76,15.5487398696688,11.351425161845,8.09437670854695,11.0724892804617,11.0724892774799,7.5056799836394,7.70596177183552
"74",77,0.407609078003867,0.083426804974269,4.75749634334046,0.0834013259817094,0.0786971392140207,0.0347402089478168,0.0354680310462154
"75",78,1.75266443913696,0.521022999355204,3.02926291751714,0.451389161649073,0.44945180961786,0.338737823446037,0.359451520439757
"76",79,13.4006411015356,11.1554618556985,4.37434686300389,11.0120757421007,11.0120757418092,3.85508419162192,3.96076605685158
