"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"72",75,5.8811045049607e-05,0.00350383509431271,5.8811045049607e-05,0.000482365761097938,0.00930895238676508,0,0,0,0
"73",76,5.8811045049607e-05,0.000942316724690833,0.231151364948256,0,0.231167356598425,0,0,0,0
"74",77,0.692115756313856,0.659499276617308,9999465299.81968,0.66083567035706,0.0920284823449774,0,0,0,0
"75",78,0.22635440883106,0.202580280522461,9999061656.51353,0.219759909903902,0.369410973887079,0,0,0,0
"76",79,5.8811045049607e-05,5.8811045049607e-05,5.8811045049607e-05,0,0.000669538772906916,0,0,0,0
"77",80,0.0486381283562452,0.0140482866351429,9998763429.44791,0.0466382743769618,1.76763842458619,0,0,0,0
"78",81,5.8811045049607e-05,0.0554685783955804,5.8811045049607e-05,0,0,0,0,0,0
"79",82,5.8811045049607e-05,5.8811045049607e-05,5.8811045049607e-05,0,0.000674788474578985,0,0,0,0
"80",83,0.202721656573394,0.19162781453928,9998939735.24718,0.195021373511134,0.132884121411981,0,0,0,0
"81",84,0.459039820216596,0.23030933628051,9999433043.37236,0.275846325734903,0.218740799917317,0,0,0,0
"82",86,0.00357283340998037,0.038875174913221,0.205521803767197,0.00379998176327771,0.000387324274385488,0,0,0,0
"83",87,0.291797213355694,0.308072276043261,9999113417.40775,0.291804976460094,0,0,0,0,0
"84",88,5.8811045049607e-05,5.8811045049607e-05,5.8811045049607e-05,0,0.000590803696391067,0,0,0,0
"85",89,0.14178040167081,0.00878673882581726,5.8811045049607e-05,0.0664177490288819,2.30900782152579,0,0,0,0
"86",90,9996539969.99745,0.0104659613819435,0.24128616606111,0.065941391125944,0.760265387787772,0,0,0,0
"87",91,0.353211406281472,0.000601048757437011,5.8811045049607e-05,0,0.000688821609676729,0,0,0,0
"88",92,5.8811045049607e-05,0.000974215537653133,9990350580.78711,0,860130.888419488,0,0,0,0
"89",93,0.0128670627974577,0.0304739879194329,5.8811045049607e-05,0.0293276708190306,0.0937734615589937,0,0,0,0
"90",94,0.0402299239901638,0.00484296607992161,5.8811045049607e-05,0.00161326606151531,0.0323840302361412,0,0,0,0
"91",95,5.8811045049607e-05,5.8811045049607e-05,5.8811045049607e-05,0,0.000710859576120427,0,0,0,0
"92",96,9999389357.32692,9999289038.59043,9999343072.97718,611522.327758432,0,0,0,0,0
"93",97,0.0875221338079383,0.0752883245272405,0.831571176616196,0.070248554518368,0.0901348925876922,0,0,0,0
"94",98,5.8811045049607e-05,0.0115167524733534,1.29746201805669,0.00381703116675765,0.0245506030541233,0,0,0,0
"95",99,0.119858126356014,0.109922614842805,9998181902.20184,0.120588984363166,0.226482552764805,0,0,0,0
